-0.519168	-0.0713098	-0.0559888	-0.314444	-0.984013	0.877551	-0.0377487	-0.255422	0.204575	-0.607557	0.00444933	-0.813831	0.190485	0.339586	0.091378	0.307346	-0.369277	-0.0277701	0.382226	0.443484	0.967772	-0.41732	-0.51899	-0.511125	0.035235	0.343369	0.415927	-0.0677049	-0.17092	0.104603	0.307346	-0.68952	0.438224	0.135267	0.589863	-0.505201	-0.0881835	0.0405863	0.106422	-0.37909	-0.280687	-0.98536	-0.764102	-0.0858176	0.104349	0.0976659	-0.260747	-0.218242	-0.956966	-0.758878	-0.0739152	0.203249	0.0873243	0.249631	-0.0319106	-0.565041	-0.750232	-0.0442789	0.212131	0.0701952	0.16217	-0.00362646	-0.638453	-0.493097	-0.785212	-0.991988	-0.648973	-0.999939	-0.521026	-0.767403	-0.75218	-1	-0.818751	-0.863003	-0.571344	-0.909701	-0.880656	-0.855586	-0.909925	-0.998967	-0.282731	-0.924437	-0.277256	-0.0561056	-0.721587	-0.956812	-0.290925	-0.854097	-0.878039	-0.723103	-0.994337	-0.591534	-0.551594	-0.154579	-0.623598	-0.497709	-0.686532	-0.948052	-0.809708	1
-0.942633	-0.712717	-0.832281	0.675516	-0.920555	0.836735	-0.690173	0.278902	0.208788	-0.828085	-0.490572	0.291039	0.364677	0.118319	1	0.895801	-0.979624	-0.986618	-0.0602145	-0.68289	-0.999709	0.407132	-0.964135	-0.983368	-0.533713	-0.0877192	-0.406092	-0.607576	-0.94327	-0.613984	0.895801	0.30937	-0.276802	-0.00522795	-0.841567	0.222134	1	-0.994325	-1	-0.612626	-0.650002	-0.95027	-0.488368	1	-0.98558	-1	-0.565915	-0.615485	-0.863194	-0.472517	1	-0.942089	-1	-0.220633	-0.663624	-0.561397	-0.589822	1	-0.93813	-1	-0.400719	-0.652233	-0.654014	-0.474284	-0.780184	-1	-0.619475	-1	-0.505241	-0.713574	-0.761725	-0.999157	-0.857862	-0.939142	-0.586935	-0.924435	-0.911082	-0.86594	-0.927212	-0.997997	-0.33494	-0.965609	-0.273496	-0.0550055	-0.749832	-0.984062	-0.335409	-0.904408	-0.891162	-0.743448	-1	-0.528042	-0.537334	-0.0549451	-0.592077	-0.460179	-0.669505	-0.955907	-0.808048	1
-0.931344	-0.697236	-0.835623	0.718088	-0.896417	0.77551	-0.657923	0.571245	0.407966	-0.863732	0.0353038	0.32828	0.260505	0.0896926	0.749189	0.94223	-0.985062	-0.992445	0.0658329	-0.730598	-0.999732	0.387304	-0.954742	-0.979967	-0.718173	0.0553303	-0.386146	-0.498701	-0.939263	-0.568541	0.94223	0.522325	-0.425405	0.0709513	-0.87865	0.0773735	0.977415	-0.992432	-0.999934	-0.652653	-0.705796	-0.95592	-0.544962	0.979083	-0.98236	-0.999945	-0.615508	-0.691297	-0.890454	-0.553221	0.981079	-0.937043	-0.999944	-0.252368	-0.718583	-0.564208	-0.656929	0.97917	-0.932411	-0.999929	-0.437742	-0.715767	-0.669444	-0.486008	-0.764766	-0.999459	-0.598583	-0.999965	-0.581946	-0.714571	-0.773902	-0.999849	-0.835175	-0.891957	-0.564239	-0.919037	-0.886426	-0.87139	-0.915839	-1	-0.343775	-0.961734	-0.280075	-0.140814	-0.779422	-0.973779	-0.319395	-0.879971	-0.87135	-0.723448	-0.998105	-0.443386	-0.514755	-0.16044	-0.609399	-0.489199	-0.707662	-0.954489	-0.809009	1
-0.994129	-0.933829	-0.960952	0.718226	-0.851228	0.979592	-0.920687	0.363916	0.0875102	-0.966975	-0.100687	0.451564	0.265077	0.203352	-0.8288	0.20206	-0.858218	-0.943717	-0.193888	-0.692975	-0.999808	0.572098	-0.99704	-0.998742	-0.185598	-0.325725	-0.571307	-0.764387	-0.975533	-0.755397	0.20206	0.10784	-0.0541585	-0.0662079	-0.870734	-0.375555	0.553523	-0.978333	-0.998535	-0.493919	-0.634225	-0.869024	-0.59482	0.547307	-0.969056	-0.998539	-0.453689	-0.638162	-0.733078	-0.454091	0.513208	-0.940185	-0.998335	-0.096954	-0.65423	-0.535517	-0.479616	0.445995	-0.926894	-0.99761	-0.343561	-0.660956	-0.56757	-0.757332	-0.798705	-0.944486	-0.601722	-0.959852	-0.727463	-0.760093	-0.848939	-0.968367	-0.703619	-0.893029	-0.655023	-0.843326	-0.880918	-0.855586	-0.841686	-0.965504	-0.742972	-0.927343	-0.822368	-0.705171	-0.781103	-0.883805	-0.793594	-0.894825	-0.884472	-0.747241	-0.962658	-0.853968	-0.816993	-0.74652	-0.640352	-0.781584	-0.638527	-0.911986	-0.828682	1
-0.983863	-0.824044	-0.914547	0.777062	0.997255	0.877551	-0.850433	-0.00419496	-0.0287072	-0.881848	-0.771012	0.577395	0.428696	0.249837	-0.764127	0.439727	-0.85818	-0.941616	-0.292553	-0.70984	-0.999848	0.663415	-0.992388	-0.997417	-0.0185537	-0.440448	-0.662797	-0.824821	-0.986321	-0.820031	0.439727	0.0525942	0.0328077	-0.108478	-0.873082	-0.281957	0.773782	-0.977573	-0.999452	-0.423093	-0.554114	-0.76	-0.51737	0.778806	-0.971265	-0.999498	-0.367643	-0.534856	-0.472104	-0.343762	0.756256	-0.939519	-0.999384	-0.0820838	-0.563742	-0.421888	-0.369768	0.696226	-0.944727	-0.998738	-0.428596	-0.602211	-0.440874	-0.783235	-0.787062	-0.94251	-0.651932	-0.954376	-0.741768	-0.825885	-0.837749	-0.962331	-0.646307	-0.904021	-0.673574	-0.88636	-0.858623	-0.866213	-0.85033	-0.964226	-0.765462	-0.944781	-0.834586	-0.720572	-0.758574	-0.909512	-0.838078	-0.865117	-0.877267	-0.806897	-0.959307	-0.809524	-0.825708	-0.778022	-0.705097	-0.787475	-0.575341	-0.906859	-0.832357	1
-0.9581	-0.802397	-0.820011	0.205119	-0.540476	0.591837	-0.739984	0.223804	-0.0867696	-0.837499	-0.611681	0.443234	0.471438	0.409168	-0.660332	0.614183	-0.855273	-0.949633	-0.231836	-0.64189	-0.99976	0.547629	-0.976462	-0.990504	-0.153806	-0.336535	-0.546868	-0.766783	-0.971307	-0.744363	0.614183	0.0857076	-0.0357766	-0.115319	-0.820874	-0.152726	0.849849	-0.951173	-0.999412	-0.218485	-0.359359	-0.798564	-0.402987	0.861077	-0.945778	-0.999547	-0.224596	-0.394016	-0.606781	-0.260958	0.863012	-0.921238	-0.999538	-0.00730427	-0.500156	-0.49663	-0.371899	0.85314	-0.920723	-0.999313	-0.261838	-0.541268	-0.622897	-0.767091	-0.801807	-0.93577	-0.659105	-0.954107	-0.721791	-0.748131	-0.851571	-0.959121	-0.710899	-0.885791	-0.703769	-0.879212	-0.88223	-0.858311	-0.879748	-0.963764	-0.73494	-0.933398	-0.776316	-0.667767	-0.764963	-0.898201	-0.828292	-0.895783	-0.88087	-0.748966	-0.960785	-0.843386	-0.864924	-0.754579	-0.682522	-0.753	-0.655965	-0.900328	-0.833772	1
-0.9488	-0.792315	-0.825915	0.335804	-0.727896	0.612245	-0.709123	0.676685	0.257179	-0.880972	-0.0235306	0.435919	0.212831	0.249627	-0.765233	0.645457	-0.827842	-0.957194	0.0500411	-0.688392	-0.999762	0.461867	-0.967939	-0.98679	-0.451859	-0.0796305	-0.460855	-0.607261	-0.956546	-0.645668	0.645457	0.350377	-0.218574	0.0381121	-0.879513	-0.453509	0.811335	-0.957816	-0.999309	-0.419364	-0.579149	-0.856637	-0.60862	0.821974	-0.9464	-0.999366	-0.420723	-0.616165	-0.734202	-0.545803	0.829699	-0.912705	-0.999425	-0.0929682	-0.66192	-0.51979	-0.613694	0.833088	-0.919272	-0.999369	-0.334091	-0.704503	-0.634889	-0.757994	-0.810068	-0.931331	-0.664933	-0.954011	-0.704033	-0.811597	-0.77456	-0.960766	-0.744593	-0.913941	-0.713835	-0.870022	-0.87541	-0.8703	-0.874592	-0.96369	-0.774297	-0.93364	-0.799812	-0.664466	-0.748823	-0.87455	-0.813167	-0.87494	-0.892963	-0.744138	-0.958946	-0.834921	-0.831254	-0.753846	-0.675138	-0.785948	-0.664581	-0.907716	-0.831203	1
-0.943644	-0.782323	-0.802776	0.200111	-0.972789	0.755102	-0.693207	0.415195	0.288206	-0.80656	-0.62492	0.43443	0.342204	0.329423	-0.683464	0.657663	-0.851361	-0.961035	-0.0506458	-0.678571	-0.999759	0.484972	-0.968707	-0.986936	-0.379913	-0.170567	-0.484035	-0.668595	-0.960847	-0.678058	0.657663	0.239268	-0.170132	-0.0121352	-0.861534	-0.261537	0.855514	-0.958419	-0.999428	-0.333049	-0.491947	-0.835797	-0.476706	0.870206	-0.953751	-0.999516	-0.350481	-0.540896	-0.72151	-0.384397	0.878077	-0.920207	-0.999563	-0.0681958	-0.613602	-0.533716	-0.527771	0.865733	-0.913137	-0.999395	-0.264196	-0.619193	-0.594334	-0.747958	-0.811394	-0.925783	-0.685017	-0.956384	-0.684301	-0.746802	-0.801876	-0.962336	-0.762032	-0.861394	-0.738701	-0.906929	-0.854689	-0.855586	-0.907954	-0.965641	-0.718072	-0.917656	-0.781955	-0.649065	-0.717888	-0.863753	-0.822064	-0.89746	-0.868262	-0.741379	-0.954005	-0.830688	-0.857794	-0.724542	-0.67812	-0.756055	-0.671146	-0.905316	-0.831515	1
-0.944761	-0.770304	-0.802417	0.284101	-0.975766	0.510204	-0.69659	0.356817	0.205009	-0.795033	-0.685623	0.512343	0.318597	0.213642	-0.77094	0.678314	-0.835842	-0.950564	-0.115849	-0.713865	-0.999813	0.582702	-0.970668	-0.989918	-0.307378	-0.245533	-0.581924	-0.720279	-0.977045	-0.747541	0.678314	0.266362	-0.125604	-0.0458432	-0.87717	-0.324652	0.908097	-0.964861	-0.999695	-0.467445	-0.592056	-0.811942	-0.524428	0.922964	-0.962294	-0.999745	-0.458005	-0.618297	-0.667782	-0.412413	0.930611	-0.934836	-0.999764	-0.153061	-0.671669	-0.530181	-0.536038	0.918348	-0.931832	-0.9996	-0.362514	-0.666014	-0.571515	-0.763675	-0.800293	-0.928868	-0.697391	-0.958514	-0.739549	-0.79166	-0.825901	-0.960867	-0.723767	-0.889544	-0.72982	-0.887236	-0.837902	-0.865123	-0.897035	-0.963148	-0.736546	-0.922742	-0.797932	-0.665567	-0.81002	-0.874036	-0.83274	-0.866794	-0.886016	-0.781034	-0.957999	-0.837037	-0.835215	-0.742125	-0.69459	-0.766965	-0.585188	-0.906952	-0.830518	1
-0.936576	-0.758461	-0.8068	0.386843	-0.936533	0.632653	-0.672515	0.589093	0.472334	-0.832808	-0.386171	0.552335	0.378036	0.28631	-0.674266	0.73271	-0.858971	-0.965495	0.0235429	-0.727436	-0.999812	0.554842	-0.965175	-0.988494	-0.459787	-0.100717	-0.553973	-0.62577	-0.973349	-0.706326	0.73271	0.519209	-0.225441	0.0169001	-0.894672	-0.217624	0.912759	-0.960944	-0.999578	-0.372617	-0.504146	-0.767172	-0.450675	0.930772	-0.95945	-0.999701	-0.395651	-0.555607	-0.63149	-0.37903	0.934776	-0.929094	-0.999733	-0.141521	-0.654084	-0.531512	-0.530535	0.926006	-0.927335	-0.999595	-0.353012	-0.656306	-0.587331	-0.765084	-0.810311	-0.92248	-0.680624	-0.954081	-0.721297	-0.781027	-0.854204	-0.960044	-0.756444	-0.86756	-0.724097	-0.889424	-0.871738	-0.847411	-0.885966	-0.963342	-0.73253	-0.922742	-0.806391	-0.668867	-0.798924	-0.857584	-0.80694	-0.895783	-0.866975	-0.747586	-0.956577	-0.866667	-0.826104	-0.745055	-0.67812	-0.771329	-0.639553	-0.914293	-0.829994	1
-0.936121	-0.773623	-0.799437	0.235606	-0.891226	0.571429	-0.671222	0.579008	0.479837	-0.864877	-0.0289472	0.548193	0.355395	0.280512	-0.69223	0.715195	-0.855305	-0.967754	0.0272414	-0.724316	-0.999809	0.554275	-0.964959	-0.988575	-0.512725	-0.0998713	-0.553415	-0.625165	-0.97319	-0.705834	0.715195	0.513593	-0.263038	0.0150413	-0.893346	-0.254486	0.895294	-0.951635	-0.99949	-0.402408	-0.533712	-0.780715	-0.490563	0.916045	-0.956172	-0.999671	-0.414549	-0.581442	-0.646307	-0.418071	0.919585	-0.92337	-0.999692	-0.136372	-0.657674	-0.53031	-0.555389	0.905367	-0.921367	-0.999527	-0.342064	-0.663131	-0.622495	-0.763653	-0.807358	-0.913657	-0.691652	-0.952273	-0.703046	-0.783353	-0.783775	-0.960145	-0.819767	-0.879357	-0.733768	-0.906783	-0.852066	-0.841144	-0.881416	-0.963176	-0.780723	-0.897554	-0.790414	-0.682068	-0.718897	-0.828278	-0.791815	-0.836608	-0.846649	-0.776207	-0.947574	-0.868783	-0.843929	-0.773626	-0.672441	-0.75671	-0.720792	-0.927385	-0.830848	1
